Symbol,Name,IPO Year,Market Cap,Volume,Sector,Industry
PTSI,P.A.M. Transportation Services Inc. Common Stock,1986,301061880,18813,Transportation,Trucking Freight/Courier Services
PTVCA,Protective Insurance Corporation Class A Common Stock,,225828675,69,Finance,Property-Casualty Insurers
PTVCB,Protective Insurance Corporation Class B Common Stock,,201862018,26649,Finance,Property-Casualty Insurers
PTVE,Pactiv Evergreen Inc. Common stock,2020,2621934108,206932,Consumer Durables,Containers/Packaging
PUBM,PubMatic Inc. Class A Common Stock,2020,1733710770,249577,Technology,Computer Software: Programming Data Processing
PULM,Pulmatrix Inc. Common Stock,2014,50579000,758523,Health Care,Major Pharmaceuticals
PVAC,Penn Virginia Corporation Common Stock,,156412476,351868,Energy,Oil & Gas Production
PVBC,Provident Bancorp Inc. (MD) Common Stock,2015,221252356,49802,Finance,Savings Institutions
PWFL,PowerFleet Inc. Common Stock,,211797429,1664255,Capital Goods,Telecommunications Equipment
PWOD,Penns Woods Bancorp Inc. Common Stock,,154575083,10363,Finance,Major Banks
PXLW,Pixelworks Inc.  Common Stock,2000,159226865,467158,Technology,Semiconductors
PYPL,PayPal Holdings Inc. Common Stock,,2.78617E+11,8277968,Miscellaneous,Business Services
PZZA,Papa John's International Inc. Common Stock,1993,3446468925,787156,Consumer Services,Restaurants
QADA,QAD Inc. Class A Common Stock,,1388701076,210849,Technology,Computer Software: Prepackaged Software
QADB,QAD Inc. Class B Common Stock,,952157542,396,Technology,Computer Software: Prepackaged Software
QCOM,QUALCOMM Incorporated Common Stock,1991,1.76667E+11,8060537,Technology,Radio And Television Broadcasting And Communications Equipment
QCRH,QCR Holdings Inc. Common Stock,,621942399,37149,Finance,Major Banks
QDEL,Quidel Corporation Common Stock,,9561975936,450638,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QELL,Qell Acquisition Corp. Class A Ordinary Shares,2020,603879375,1439538,Finance,Business Services
QELLU,Qell Acquisition Corp. Unit,2020,0,108115,Finance,Business Services
QELLW,Qell Acquisition Corp. Warrant,2020,0,130410,Finance,Business Services
QLGN,Qualigen Therapeutics Inc. Common Stock,2015,95611235,2013728,Health Care,Major Pharmaceuticals
QLYS,Qualys Inc. Common Stock,2012,5377656738,824795,Technology,Computer Software: Prepackaged Software
QMCO,Quantum Corporation Common Stock,,301070167,411255,Technology,Electronic Components
QNST,QuinStreet Inc. Common Stock,2010,1151486684,365860,Miscellaneous,Business Services
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest,,1081256220,190144,,
QRHC,Quest Resource Holding Corporation Common Stock,,44850194,46560,Technology,Diversified Commercial Services
QRTEA,Qurate Retail Inc. Series A Common Stock ,,5319573985,5666623,Consumer Services,Catalog/Specialty Distribution
QRTEB,Qurate Retail Inc. Series B Common Stock ,,5350865596,46345,Consumer Services,Catalog/Specialty Distribution
QRTEP,Qurate Retail Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock,,0,70305,Consumer Services,Catalog/Specialty Distribution
QRVO,Qorvo Inc. Common Stock,,19366386520,1560417,Technology,Semiconductors
QTRX,Quanterix Corporation Common Stock,2017,2091683553,350948,Capital Goods,Biotechnology: Laboratory Analytical Instruments
QUIK,QuickLogic Corporation Common Stock,1999,42502959,80075,Technology,Semiconductors
QUMU,Qumu Corporation Common Stock,,104705704,201823,Technology,Computer Software: Prepackaged Software
RAACU,Revolution Acceleration Acquisition Corp Unit,2020,0,15947,Finance,Business Services
RACA,Therapeutics Acquisition Corp. Class A Common Stock,2020,233788599,4356,Finance,Business Services
RADI,Radius Global Infrastructure Inc. Class A Common Stock,,756603750,117551,Consumer Services,Real Estate
RAIL,FreightCar America Inc. Common Stock,2005,54682598,480764,Capital Goods,Railroads
RAND,Rand Capital Corporation Common Stock,,46190609,18760,Finance,Finance: Consumer Services
RAPT,RAPT Therapeutics Inc. Common Stock,2019,479564208,119711,Health Care,Major Pharmaceuticals
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,2014,9301505199,370953,Health Care,Major Pharmaceuticals
RAVE,Rave Restaurant Group Inc. Common Stock,,17662811,407991,Consumer Non-Durables,Food Distributors
RAVN,Raven Industries Inc. Common Stock,,1216877463,208955,Capital Goods,Specialty Chemicals
RBB,RBB Bancorp Common Stock,2017,338099115,32406,Finance,Major Banks
RBBN,Ribbon Communications Inc. Common Stock,,1087566800,497178,Technology,EDP Services
RBCAA,Republic Bancorp Inc. Class A Common Stock,1998,765304438,17885,Finance,Major Banks
RBCN,Rubicon Technology Inc. Common Stock,2007,23606226,2551,Technology,Semiconductors
RBKB,Rhinebeck Bancorp Inc. Common Stock,2019,100756275,17340,Finance,Banks
RBNC,Reliant Bancorp Inc. Common Stock,,344912810,41198,Finance,Major Banks
RCHG,Recharge Acquisition Corp. Class A Common Stock,2020,263422500,231144,Finance,Business Services
RCHGU,Recharge Acquisition Corp. Unit,2020,0,1009,Finance,Business Services
RCHGW,Recharge Acquisition Corp. Warrant,2020,0,107013,Finance,Business Services
RCII,Rent-A-Center Inc. Common Stock,1995,2341688400,630152,Technology,Diversified Commercial Services
RCKT,Rocket Pharmaceuticals Inc. Common Stock,2015,3306078925,847570,Health Care,Major Pharmaceuticals
RCKY,Rocky Brands Inc. Common Stock,1993,250950234,33425,Consumer Non-Durables,Shoe Manufacturing
RCM,R1 RCM Inc. Common Stock,,6600866220,1007777,Consumer Services,Other Consumer Services
RCMT,RCM Technologies Inc. Common Stock,,31558375,78576,Technology,Professional Services
RDFN,Redfin Corporation Common Stock,2017,7399471995,1579929,Finance,Real Estate
RDI,Reading International Inc Class A Common Stock,,133757562,153094,Consumer Services,Movies/Entertainment
RDIB,Reading International Inc Class B Common Stock,,456733137,701,Consumer Services,Movies/Entertainment
RDNT,RadNet Inc. Common Stock,,944682431,255182,Health Care,Medical Specialities
RDUS,Radius Health Inc. Common Stock,2014,905812151,350896,Health Care,Major Pharmaceuticals
RDVT,Red Violet Inc. Common Stock ,,272889786,42912,Technology,Computer Software: Prepackaged Software
REAL,The RealReal Inc. Common Stock,2019,2219749819,8233249,Consumer Services,Other Specialty Stores
REED,Reeds Inc. Common Stock,,70734202,1145056,Consumer Non-Durables,Beverages (Production/Distribution)
REFR,Research Frontiers Incorporated Common Stock,,122829808,553078,Miscellaneous,Multi-Sector Companies
REG,Regency Centers Corporation Common Stock,1993,8090348694,1387848,Consumer Services,Real Estate Investment Trusts
REGI,Renewable Energy Group Inc. Common Stock,2012,3661482812,1027826,Basic Industries,Major Chemicals
REGN,Regeneron Pharmaceuticals Inc. Common Stock,1991,54022180275,1049797,Health Care,Major Pharmaceuticals
REKR,Rekor Systems Inc. Common Stock,,419432549,840294,Capital Goods,Telecommunications Equipment
RELL,Richardson Electronics Ltd. Common Stock,1983,84793139,53350,Technology,Electronic Components
REPH,Recro Pharma Inc. Common Stock,2014,73061910,338056,Health Care,Major Pharmaceuticals
REPL,Replimune Group Inc. Common Stock,2018,1845390922,453721,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RESN,Resonant Inc. Common Stock,2014,313680007,1376034,Technology,Semiconductors
RETA,Reata Pharmaceuticals Inc. Class A Common Stock,2016,3815267936,220777,Health Care,Major Pharmaceuticals
REYN,Reynolds Consumer Products Inc. Common Stock,2020,6364410175,711883,Consumer Durables,Containers/Packaging
RFIL,RF Industries Ltd. Common Stock,,58006169,68473,Capital Goods,Electrical Products
RGCO,RGC Resources Inc. Common Stock,,185066378,15200,Public Utilities,Oil & Gas Production
RGEN,Repligen Corporation Common Stock,1986,10709809496,371769,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGLD,Royal Gold Inc. Common Stock,,6842562283,583445,Basic Industries,Precious Metals
RGLS,Regulus Therapeutics Inc. Common Stock,2012,93661347,1833029,Health Care,Major Pharmaceuticals
RGNX,REGENXBIO Inc. Common Stock,2015,1758720613,707695,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGP,Resources Connection Inc. Common Stock,,383923082,255996,Miscellaneous,Business Services
RIBT,RiceBran Technologies Common Stock,,39026118,1284862,Consumer Non-Durables,Packaged Foods
RICK,RCI Hospitality Holdings Inc. Common Stock,1995,374666253,54989,Consumer Services,Restaurants
RIDE,Lordstown Motors Corp. Class A Common Stock,2019,4176506730,7243098,Capital Goods,Auto Manufacturing
RIGL,Rigel Pharmaceuticals Inc. Common Stock,2000,588055390,3980132,Health Care,Major Pharmaceuticals
RILY,B. Riley Financial Inc. Common Stock,,1302769409,136310,Miscellaneous,Business Services
RILYG,B. Riley Financial Inc. 7.25% Senior Notes due 2027,,0,7349,Miscellaneous,Business Services
RILYH,B. Riley Financial Inc. 7.375% Senior Notes due 2023,,0,11227,Miscellaneous,Business Services
RILYI,B. Riley Financial Inc. 6.875% Senior Notes due 2023,,0,1842,Miscellaneous,Business Services
RILYL,B. Riley Financial Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock par value $0.0001,,0,8560,Miscellaneous,Business Services
RILYM,B. Riley Financial Inc. 6.375% Senior Notes due 2025,,0,24809,Miscellaneous,Business Services
RILYN,B. Riley Financial Inc. 6.50% Senior Notes Due 2026,,0,11888,Miscellaneous,Business Services
RILYO,B. Riley Financial Inc. 6.75% Senior Notes due 2024,,0,3112,Miscellaneous,Business Services
RILYP,B. Riley Financial Inc. Depositary Shares each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock,,0,3065,Miscellaneous,Business Services
RILYT,B. Riley Financial Inc. 6.00% Senior Notes Due 2028,,0,132455,,
RILYZ,B. Riley Financial Inc. 7.50% Senior Notes Due 2027,,0,9865,Miscellaneous,Business Services
RIOT,Riot Blockchain Inc.  Common Stock ,,1345871047,26386942,Technology,EDP Services
RIVE,Riverview Financial Corporation Common Stock,,90861137,1925,Finance,Major Banks
RKDA,Arcadia Biosciences Inc. Common Stock,2015,38738480,830970,Consumer Non-Durables,Farming/Seeds/Milling
RLAY,Relay Therapeutics Inc. Common Stock,2020,4787190030,479160,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RLMD,Relmada Therapeutics Inc. Common Stock,,529636163,117164,Health Care,Major Pharmaceuticals
RMBI,Richmond Mutual Bancorporation Inc. Common Stock,2019,171030027,43368,Finance,Major Banks
RMBL,RumbleOn Inc. Class B Common Stock,,80564290,21541,Technology,EDP Services
RMBS,Rambus Inc. Common Stock,1997,2202691924,1026027,Technology,Semiconductors
RMCF,Rocky Mountain Chocolate Factory Inc. Common Stock,,26180203,13949,Consumer Non-Durables,Specialty Foods
RMGBU,RMG Acquisition Corp. II Unit,2020,0,203384,Finance,Business Services
RMNI,Rimini Street Inc. (DE) Common Stock,2015,532469300,554859,Miscellaneous,Business Services
RMR,The RMR Group Inc. Class A Common Stock,,1184243579,58308,Consumer Services,Professional Services
RMRM,RMR Mortgage Trust Common Stock,,111201898,16673,,
RMTI,Rockwell Medical Inc. (DE) Common Stock,1998,119773651,1204591,Health Care,Major Pharmaceuticals
RNA,Avidity Biosciences Inc. Common Stock,2020,862361980,323498,Health Care,Major Pharmaceuticals
RNDB,Randolph Bancorp Inc. Common Stock,2016,110470440,3415,Finance,Major Banks
RNET,RigNet Inc. Common Stock,2010,170400094,178912,Consumer Services,Telecommunications Equipment
RNST,Renasant Corporation Common Stock,,2066861479,698730,Finance,Major Banks
RNWK,RealNetworks Inc. Common Stock,1997,76551724,1642555,Technology,EDP Services
ROAD,Construction Partners Inc. Class A Common Stock,2018,1522677303,317396,Basic Industries,Military/Government/Technical
ROCC,Roth CH Acquisition II Co. Common Stock,2021,154408070,76801,Finance,Business Services
ROCCU,Roth CH Acquisition II Co. Unit,2020,0,62062,Finance,Business Services
ROCCW,Roth CH Acquisition II Co. Warrant,2021,0,63020,Finance,Business Services
ROCH,Roth CH Acquisition I Co. Common Stock,2020,178967880,182997,Finance,Business Services
ROCHU,Roth CH Acquisition I Co. Unit,2020,0,952,Finance,Business Services
ROCHW,Roth CH Acquisition I Co. Warrant,2020,0,24568,Finance,Business Services
ROCK,Gibraltar Industries Inc. Common Stock,1993,2957563230,212674,Capital Goods,Steel/Iron Ore
ROIC,Retail Opportunity Investments Corp. Common Stock (MD),,1724055315,1122473,Consumer Services,Real Estate Investment Trusts
ROKU,Roku Inc. Class A Common Stock,2017,51281584003,3547146,Consumer Services,Television Services
ROLL,RBC Bearings Incorporated Common Stock,2005,4386438894,216578,Capital Goods,Metal Fabrications
ROOT,Root Inc. Class A Common Stock,2020,5148893739,2088599,Finance,Property-Casualty Insurers
ROST,Ross Stores Inc. Common Stock,1985,40561936377,2445382,Consumer Services,Clothing/Shoe/Accessory Stores
RP,RealPage Inc. Common Stock,2010,8727149034,2482070,Technology,Computer Software: Prepackaged Software
RPAY,Repay Holdings Corporation Class A Common Stock,2018,1852884291,1347225,Miscellaneous,Business Services
RPD,Rapid7 Inc. Common Stock,2015,4571157553,364822,Technology,Computer Software: Prepackaged Software
RPRX,Royalty Pharma plc Class A Ordinary Shares ,2020,30424197864,1855859,Health Care,Major Pharmaceuticals
RRBI,Red River Bancshares Inc. Common Stock,2019,365167850,4264,Finance,Major Banks
RRGB,Red Robin Gourmet Burgers Inc. Common Stock,2002,413724074,980242,Consumer Services,Restaurants
RRR,Red Rock Resorts Inc. Class A Common Stock,2016,2887992622,1026067,Consumer Services,Hotels/Resorts
RSSS,Research Solutions Inc Common Stock,,68265556,27212,Miscellaneous,Business Services
RSVA,Rodgers Silicon Valley Acquisition Corp. Common Stock,2021,364262500,134392,Finance,Business Services
RSVAU,Rodgers Silicon Valley Acquisition Corp. Unit,2020,0,98094,Finance,Business Services
RSVAW,Rodgers Silicon Valley Acquisition Corp. Warrant,2021,0,37105,Finance,Business Services
RTLR,Rattler Midstream LP Common Units,2019,1509108583,255349,Public Utilities,Natural Gas Distribution
RUBY,Rubius Therapeutics Inc. Common Stock,2018,1048774327,2878491,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RUN,Sunrun Inc. Common Stock,2015,14190587097,6725790,Capital Goods,Industrial Specialties
RUSHA,Rush Enterprises Inc. Common Stock Cl A,,2395290114,133927,Consumer Durables,Automotive Aftermarket
RUSHB,Rush Enterprises Inc. Class B,,2225058115,21667,Consumer Durables,Automotive Aftermarket
RUTH,Ruth's Hospitality Group Inc. Common Stock,2005,653672261,393560,Consumer Services,Restaurants
RVMD,Revolution Medicines Inc. Common Stock,2020,2708311752,277564,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RVNC,Revance Therapeutics Inc. Common Stock,2014,1742922867,541813,Health Care,Major Pharmaceuticals
RVPH,Reviva Pharmaceuticals Holdings Inc. Common Stock ,2020,40717005,7969,Health Care,Major Pharmaceuticals
RVPHW,Reviva Pharmaceuticals Holdings Inc. Warrants,2018,0,6560,Health Care,Major Pharmaceuticals
RVSB,Riverview Bancorp Inc Common Stock,,117265234,60741,Finance,Savings Institutions
RXT,Rackspace Technology Inc. Common Stock,2020,4684869058,2663398,Technology,Computer Software: Programming Data Processing
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,2017,1400406322,502120,Health Care,Major Pharmaceuticals
RZLT,Rezolute Inc. Common Stock,,133302341,2394,Health Care,Major Pharmaceuticals
SABR,Sabre Corporation Common Stock,2014,3585138615,8070379,Technology,Computer Software: Programming Data Processing
SABRP,Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock,,,1436,Technology,Computer Software: Programming Data Processing
SAFM,Sanderson Farms Inc. Common Stock,1987,3074909709,296141,Consumer Non-Durables,Meat/Poultry/Fish
SAFT,Safety Insurance Group Inc. Common Stock,2002,1104516644,71078,Finance,Property-Casualty Insurers
SAGE,Sage Therapeutics Inc. Common Stock,2014,4620342001,489421,Health Care,Major Pharmaceuticals
SAIA,Saia Inc. Common Stock,,4723290208,270108,Transportation,Trucking Freight/Courier Services
SAII,Software Acquisition Group Inc. II Class A Common Stock,2020,228562500,30504,Finance,Business Services
SAIIU,Software Acquisition Group Inc. II Unit,2020,0,1105,Finance,Business Services
SAIIW,Software Acquisition Group Inc. II Warrant,2020,0,48548,Finance,Business Services
SAL,Salisbury Bancorp Inc. Common Stock,,107959797,18717,Finance,Savings Institutions
SALM,Salem Media Group Inc. Class A Common Stock,1999,52299391,2460012,Consumer Services,Broadcasting
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,2013,213716666,35800,Finance,Investment Managers
SANM,Sanmina Corporation Common Stock,1993,2080798496,450660,Technology,Electrical Products
SANW,S&W Seed Company Common Stock (NV),,116852211,120876,Consumer Non-Durables,Farming/Seeds/Milling
SASR,Sandy Spring Bancorp Inc. Common Stock,,1609812341,157141,Finance,Major Banks
SATS,EchoStar  Corporation Common Stock,,2044048238,1066960,Consumer Services,Telecommunications Equipment
SAVA,Cassava Sciences Inc. Common Stock,,654332759,3281283,Health Care,Major Pharmaceuticals
SBAC,SBA Communications Corporation Class A Common Stock,1999,29966063980,483497,Consumer Services,Real Estate Investment Trusts
SBBP,Strongbridge Biopharma plc Ordinary Shares,2015,183575498,393802,Health Care,Major Pharmaceuticals
SBCF,Seacoast Banking Corporation of Florida Common Stock,,1756017079,313958,Finance,Major Banks
SBFG,SB Financial Group Inc. Common Stock,,128974880,13457,Finance,Major Banks
SBGI,Sinclair Broadcast Group Inc. Class A Common Stock,1995,2431741665,1276696,Consumer Services,Broadcasting
SBNY,Signature Bank Common Stock,2004,8827690055,679006,Finance,Major Banks
SBNYP,Signature Bank Depositary shares each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock,,0,111222,Finance,Major Banks
SBRA,Sabra Health Care REIT Inc. Common Stock,,3526058658,1521832,Consumer Services,Real Estate Investment Trusts
SBSI,Southside Bancshares Inc. Common Stock,,1047724793,146821,Finance,Major Banks
SBT,Sterling Bancorp Inc. Common Stock,2017,232878192,28885,Finance,Savings Institutions
SBTX,Silverback Therapeutics Inc. Common Stock,2020,1576064418,211492,Health Care,Major Pharmaceuticals
SBUX,Starbucks Corporation Common Stock,1992,1.15551E+11,8851315,Consumer Services,Restaurants
SCHL,Scholastic Corporation Common Stock,1992,880854585,188202,Consumer Services,Books
SCHN,Schnitzer Steel Industries Inc. Class A Common Stock,1993,826905685,375400,Consumer Durables,Industrial Specialties
SCKT,Socket Mobile Inc. Common Stock,,16781200,305120,Technology,Computer Manufacturing
SCOR,comScore Inc. Common Stock,2018,237050275,1138465,Miscellaneous,Business Services
SCPH,scPharmaceuticals Inc. Common Stock,2017,179765330,63815,Health Care,Major Pharmaceuticals
SCPL,SciPlay Corporation Class A Common Stock,2019,368000518,620971,Technology,EDP Services
SCPS,Scopus BioPharma Inc. Common Stock,2020,150056424,152794,Health Care,Major Pharmaceuticals
SCSC,ScanSource Inc. Common Stock,,606295842,109289,Technology,Retail: Computer Software & Peripheral Equipment
SCVL,Shoe Carnival Inc. Common Stock,1993,661457433,426357,Consumer Services,Clothing/Shoe/Accessory Stores
SCWX,SecureWorks Corp. Class A Common Stock,2016,1169420677,53162,Technology,Computer Software: Prepackaged Software
SCYX,SCYNEXIS Inc. Common Stock,2014,140937670,902498,Health Care,Major Pharmaceuticals
SDC,SmileDirectClub Inc. Class A Common Stock,2019,5269706838,13279438,Health Care,Medical/Dental Instruments
SDGR,Schrodinger Inc. Common Stock,2020,6244112693,626450,Health Care,Major Pharmaceuticals
SEAC,SeaChange International Inc. Common Stock,1996,45818402,1378005,Technology,Radio And Television Broadcasting And Communications Equipment
SEEL,Seelos Therapeutics Inc. Common Stock,,122397012,4724857,Health Care,Major Pharmaceuticals
SEER,Seer Inc. Class A Common Stock,2020,4295463388,1547419,Capital Goods,Biotechnology: Laboratory Analytical Instruments
SEIC,SEI Investments Company Common Stock,1981,7790871103,1045480,Finance,Investment Bankers/Brokers/Service
SELB,Selecta Biosciences Inc. Common Stock,2016,446165184,2339261,Health Care,Major Pharmaceuticals
SELF,Global Self Storage Inc. Common Stock,,38173304,19965,Consumer Services,Real Estate Investment Trusts
SENEA,Seneca Foods Corp. Class A Common Stock,,334577401,36148,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp. Class B Common Stock,,348287357,23,Consumer Non-Durables,Packaged Foods
SESN,Sesen Bio Inc. Common Stock,2014,219877349,4720668,Health Care,Major Pharmaceuticals
SFBC,Sound Financial Bancorp Inc. Common Stock,,84243081,50,Finance,Savings Institutions
SFBS,ServisFirst Bancshares Inc. Common Stock,2014,2238021820,186614,Finance,Major Banks
SFIX,Stitch Fix Inc. Class A Common Stock,2017,10472526194,5443055,Consumer Services,Catalog/Specialty Distribution
SFM,Sprouts Farmers Market Inc. Common Stock,2013,2660958227,4132260,Consumer Services,Food Chains
SFNC,Simmons First National Corporation Class A Common Stock,,2744549142,693418,Finance,Major Banks
SFST,Southern First Bancshares Inc. Common Stock,,312444046,30538,Finance,Major Banks
SFT,Shift Technologies Inc. Class A Common Stock,2019,697251979,1170942,Consumer Durables,Automotive Aftermarket
SGA,Saga Communications Inc. Class A Common Stock (FL),,133340045,4784,Consumer Services,Broadcasting
SGAM,Seaport Global Acquisition Corp. Class A Common Stock,2020,183281250,4523,Finance,Business Services
SGAMU,Seaport Global Acquisition Corp. Unit,2020,0,4856,Finance,Business Services
SGAMW,Seaport Global Acquisition Corp. Warrant,2020,0,45263,Finance,Business Services
SGBX,SG Blocks Inc. Common Stock,2017,59313704,932158,Consumer Services,RETAIL: Building Materials
SGC,Superior Group of Companies Inc. Common Stock,,360562698,44020,Consumer Non-Durables,Apparel
SGEN,Seagen Inc. Common Stock,2001,29099480513,1699432,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGH,SMART Global Holdings Inc. Ordinary Shares,2017,891035460,153098,Technology,Semiconductors
SGLB,Sigma Labs Inc. Common Stock,,22154000,375604,Consumer Durables,Miscellaneous manufacturing industries
SGLBW,Sigma Labs Inc. Warrant,,0,11088,Consumer Durables,Miscellaneous manufacturing industries
SGMA,SigmaTron International Inc. Common Stock,1994,22351917,17637,Technology,Electrical Products
SGMO,Sangamo Therapeutics Inc. Common Stock,2000,2007053154,2138093,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGMS,Scientific Games Corp Common Stock,,3967628003,580064,Technology,EDP Services
SGRP,SPAR Group Inc. Common Stock,,27656538,86496,Miscellaneous,Business Services
SGRY,Surgery Partners Inc. Common Stock,2015,1849119210,4723468,Health Care,Hospital/Nursing Management
SGTX,Sigilon Therapeutics Inc. Common Stock,2020,960325931,80677,Health Care,Major Pharmaceuticals
SHACU,SCP & CO Healthcare Acquisition Company Unit,2021,0,64593,Finance,Business Services
SHBI,Shore Bancshares Inc Common Stock,,164539953,14300,Finance,Major Banks
SHC,Sotera Health Company Common Stock,2020,7141093374,902440,Health Care,Misc Health and Biotechnology Services
SHEN,Shenandoah Telecommunications Co Common Stock,,1993097393,228825,Public Utilities,Telecommunications Equipment
SHLS,Shoals Technologies Group Inc. Class A Common Stock,2021,5548850637,7413145,,
SHOO,Steven Madden Ltd. Common Stock,1993,2878432024,791867,Consumer Non-Durables,Shoe Manufacturing
SHSP,SharpSpring Inc. Common Stock,,260494400,159162,Technology,Computer Software: Prepackaged Software
SHYF,The Shyft Group Inc. Common Stock,,1089977012,119287,Capital Goods,Auto Manufacturing
SIBN,SI-BONE Inc. Common Stock,2018,964676611,328235,Health Care,Medical/Dental Instruments
SIC,Select Interior Concepts Inc. Class A Common Stock,,190260233,151316,Basic Industries,Homebuilding
SIEB,Siebert Financial Corp. Common Stock,,114838264,36058,Finance,Investment Bankers/Brokers/Service
SIEN,Sientra Inc. Common Stock,2014,235116209,889824,Health Care,Industrial Specialties
SIGA,SIGA Technologies Inc. Common Stock,,504644773,237159,Health Care,Major Pharmaceuticals
SIGI,Selective Insurance Group Inc. Common Stock,,4019096933,302864,Finance,Property-Casualty Insurers
SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,,0,12403,Finance,Property-Casualty Insurers
SILK,Silk Road Medical Inc. Common Stock,2019,1859931363,366076,Health Care,Medical/Dental Instruments
SINO,Sino-Global Shipping America Ltd. Common Stock,,30203898,1655895,Transportation,Oil Refining/Marketing
SINT,SiNtx Technologies Inc. Common Stock,2014,45991906,3139098,Health Care,Medical/Dental Instruments
SIRI,Sirius XM Holdings Inc. Common Stock,,27196809267,67714362,Consumer Services,Broadcasting
SITM,SiTime Corporation Common Stock,2019,2071780834,161292,Technology,Semiconductors
SIVB,SVB Financial Group Common Stock,,23451509737,686870,Finance,Major Banks
SIVBP,SVB Financial Group Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,,0,45116,Finance,Major Banks
SKYW,SkyWest Inc. Common Stock,1986,2055245650,564789,Transportation,Air Freight/Delivery Services
SLAB,Silicon Laboratories Inc. Common Stock,2000,5866301506,302880,Technology,Semiconductors
SLCT,Select Bancorp Inc. Common Stock,,166837858,31096,Finance,Major Banks
SLDB,Solid Biosciences Inc. Common Stock,2018,540008221,408402,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLGG,Super League Gaming Inc. Common Stock,2019,46907484,803994,Consumer Services,Services-Misc. Amusement & Recreation
SLGN,Silgan Holdings Inc. Common Stock,1997,3975604591,869204,Consumer Durables,Containers/Packaging
SLM,SLM Corporation Common Stock,,5227062763,14838443,Finance,Finance: Consumer Services
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,,0,4229,Finance,Finance: Consumer Services
SLNO,Soleno Therapeutics Inc. Common Stock,2014,157639070,227507,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLP,Simulations Plus Inc. Common Stock,,1535481924,179024,Technology,EDP Services
SLRC,Solar Capital Ltd. Common Stock,2010,742100105,256677,,
SLRX,Salarius Pharmaceuticals Inc. Common Stock,2015,25951315,1833900,Health Care,Major Pharmaceuticals
SLS,SELLAS Life Sciences Group Inc. Common Stock,,78070355,600656,Health Care,Major Pharmaceuticals
SMBC,Southern Missouri Bancorp Inc. Common Stock,,293089610,12161,Finance,Banks
SMBK,SmartFinancial Inc. Common Stock,,301086775,53724,Finance,Major Banks
SMCI,Super Micro Computer Inc. Common Stock,2020,1646671670,179569,Technology,Computer Manufacturing
SMED,Sharps Compliance Corp. Common Stock,,193711522,182842,Basic Industries,Environmental Services
SMID,Smith-Midland Corporation Common Stock,,55209504,11923,Capital Goods,Building Materials
SMIT,Schmitt Industries Inc. Common Stock,,18041681,38852,Capital Goods,Industrial Machinery/Components
SMMF,Summit Financial Group Inc. Common Stock,,267828831,12065,Finance,Major Banks
SMPL,The Simply Good Foods Company Common Stock,,2754839933,881619,Consumer Non-Durables,Packaged Foods
SMSI,Smith Micro Software Inc. Common Stock,1995,266767967,344551,Technology,Computer Software: Prepackaged Software
SMTC,Semtech Corporation Common Stock,,4879796680,334456,Technology,Semiconductors
SMTI,Sanara MedTech Inc. Common Stock,,,990,Health Care,Industrial Specialties
SNBR,Sleep Number Corporation Common Stock,,2976383110,636890,Consumer Durables,Home Furnishings
SNCA,Seneca Biopharma Inc. Common Stock,,26289469,6126307,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SNCR,Synchronoss Technologies Inc. Common Stock,2018,234202228,666566,Technology,EDP Services
SND,Smart Sand Inc. Common Stock,2016,81127975,252684,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SNDE,Sundance Energy Inc. Common Stock ,,23721068,4782592,Energy,Oil & Gas Production
SNDX,Syndax Pharmaceuticals Inc. Common Stock,2016,950765700,501347,Health Care,Major Pharmaceuticals
SNES,SenesTech Inc. Common Stock,2016,7789073,750319,Basic Industries,Agricultural Chemicals
